global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
18,047d44a630d61943c11c3a917dc3ff3f40d8de6ef57498824a8a268590b64e59,602972ceef7bc0de1b398235a78c0327ed4d55036241b7a0d9755803bccd3db3,8ecc52c683a118a8ed618c91cfebd2a95a4178d99acd06f5ed13867386a8ced8,8ecc52c683a118a8ed618c91cfebd2a95a4178d99acd06f5ed13867386a8ced8,preserve,0.0,72,19,1692,1262,1738,1361,1620,1243,0.9924999999999999
19,f5c6da0227ae313d32f2fd4183a36314c481d7ff8189d3495e7dcccb3e5a5506,aa3e323b923dcd9f6c87f6c9086b99f8ef2af6c568e7b412bafd17c50e2e87ba,e0b0c6576e015f7d48a3395170084543d593f8e7ba8f691ffcf44092fec36354,e0b0c6576e015f7d48a3395170084543d593f8e7ba8f691ffcf44092fec36354,preserve,0.0,66,45,1704,1344,1738,1361,1638,1299,0.9924999999999999
20,a6c1999ed215df91fbe563ac21561ad315578903a2f2b2771e11786223085a52,c352ca78b43ac6ed3c72d4d79e92a0ef16a8a84cf9307060f659c2807807f884,f524ed61a7fb1ab2bb0ec66c591c21ed97c2238ed9e4c491d995c54bd4ff196a,f524ed61a7fb1ab2bb0ec66c591c21ed97c2238ed9e4c491d995c54bd4ff196a,preserve,0.0,56,33,1704,1343,1738,1361,1648,1310,0.9924999999999999
21,1912a71d38e7cef47db5e4af37d297069967ee7d037f05119955683010d3879e,7dd8c9496ba2ac614eba616f0148292680904abf3c1ed66b679eebde538b6895,3151bcbb2346a8aa1d738a4c10ab9096ac2044522dcba95b7d09ebd4349529bc,3151bcbb2346a8aa1d738a4c10ab9096ac2044522dcba95b7d09ebd4349529bc,preserve,0.0,37,37,1727,1337,1786,1361,1690,1300,0.9924999999999999
22,c07eafc1c9faf9b75189ab730c9a4fc303568584d6826b39c492d7c2f0fa167e,6996f50dec2bae8701341fe8b1998a2b3b4020f14b3d415672a7cdcf72a2c67a,be0a323a24cb6e284f4417fa14a623485fa5b777477d5ffab56d13665fd6e2ac,be0a323a24cb6e284f4417fa14a623485fa5b777477d5ffab56d13665fd6e2ac,preserve,0.0,48,7,1659,1245,1692,1258,1611,1238,0.9924999999999999
23,7623e3eb211b636233bcd132e998be3176c395876d9d01770e18fa14f3b5a62d,6d62041d319cf1e4ba6d301e7a0bfae64aa06679028e52078813d6137b745a29,5531f62cb8c527a94777d65af5b7e750e216ac71136e06d7bb0b71bd45464a64,5531f62cb8c527a94777d65af5b7e750e216ac71136e06d7bb0b71bd45464a64,preserve,0.0,41,64,1703,1337,1738,1361,1662,1273,0.9924999999999999
24,c8101427058d2626fc9a42c4161eb790ad51a9141ae13110068644044683d3f6,4a37fe992b3028fbcd5a14c4fe0419b679cff1b04e69ef7a3d2fc0d9a4c337c4,a98f4ddbba47a0951c06124af77027c76869d5b1a9acde806a7beb477043ba85,a98f4ddbba47a0951c06124af77027c76869d5b1a9acde806a7beb477043ba85,preserve,0.0,59,73,1694,1330,1738,1361,1635,1257,0.9924999999999999
25,bb9e751f1a6de67986575eb5c2ffd22f4424dad231c8023ea495b373f842a766,2bab3615db35172ea32eda06b938c44ef96ac5589d8a101455da666274316d1c,8bd2310823135a2e143507adb3aad415e9d8b75adbe062933bc104a8d945f713,8bd2310823135a2e143507adb3aad415e9d8b75adbe062933bc104a8d945f713,preserve,0.0,40,73,1618,1283,1690,1361,1578,1210,0.9924999999999999
26,cf9466a94f25677ca31300d45cef39c1a86dca551e7e19296adda6e589f9a71f,ddf974c7a6e53129f28de8132f67abc030eb3a99cca9c6c6339377c33ec38f78,d952b32b3dcc4a9e8de3c839022208caa7c9077a51486ab4a4d222b9e828c9bc,d952b32b3dcc4a9e8de3c839022208caa7c9077a51486ab4a4d222b9e828c9bc,preserve,0.0,39,15,1640,1244,1677,1261,1601,1229,0.9924999999999999
27,b0b84cbb3187458b897a720a205b320a7c58c6ca87101af3a91cb69e17a90513,445b3b5ebc978e44c87e844f29b47ebc1c1d13b199993c35391dccb10d409d12,60b255f804af3246c9325cfb2521cc3414a60760f978054ceb9ff29a861b9a14,60b255f804af3246c9325cfb2521cc3414a60760f978054ceb9ff29a861b9a14,preserve,0.0,77,26,1720,1285,1786,1361,1643,1259,0.9924999999999999
28,b642edceaeee6609bd901f8f9aa1301efa98a52196f2c7145033bc857fc1293c,72626244874bcffc4a633eb1c54acfbdfa169b804b8a1e8022055aa0e8cb5d65,b4d57a636b4c719156a2558972c668020b538b10cf052c64197e13363fafe9ce,b4d57a636b4c719156a2558972c668020b538b10cf052c64197e13363fafe9ce,preserve,0.0,60,20,1694,1279,1738,1361,1634,1259,0.9924999999999999
29,f2374c841a0a449eb833f0ef7702cfbe81d41c6c0706c4bec2be43350ab581e6,574a1cec1027d5d323d4b4677b02b3cc5c532a28c4586e74643c9db609fdd011,eaad8c14fb8c8a17f8c3246823d7e6c95f2970118b69756a7620f5817d487f97,eaad8c14fb8c8a17f8c3246823d7e6c95f2970118b69756a7620f5817d487f97,preserve,0.0,41,5,1755,1344,1786,1361,1714,1339,0.9924999999999999
30,2c12f2126c660d96dc22cee702b0c00cc19fc551ebe9fba76dbf3c90270703c8,dcb3386ee2e23b096fc70c6c2a28d2b33a8c8e33de58780d9c6d1bdd2e1aff4e,c9889617c1b2e9b3b3f522ef57046ca3cc4c8c606fec2ef5de738b3e48ed6289,c9889617c1b2e9b3b3f522ef57046ca3cc4c8c606fec2ef5de738b3e48ed6289,preserve,0.0,84,62,1691,1303,1738,1361,1607,1241,0.9924999999999999
31,a9fcdde6246d95e5073134e00bb45143b3ac47084c5fbc6c9405d330fbe99545,7b1230fd190e54e43c970298f3619cbcbdea41124e28207200128f10a52137f8,e0e8faf6113a1d7db6e1d5af051f39a6680475de76d94433ce613677f80c98dc,e0e8faf6113a1d7db6e1d5af051f39a6680475de76d94433ce613677f80c98dc,preserve,0.0,44,52,1690,1331,1738,1361,1646,1279,1.0
32,db2582d55937853511bfc9337c296e57ef5919e9177c47b20e1aedae35e57dad,b54dbb26eb3be1913aa3cabc56854136cf385da02c3fb24e9e2cc947eb7a61eb,d03318b787a2a7d66cbb02ebe9944cc8ff39efa0cb4d596ed8d8c05ace523e2a,d03318b787a2a7d66cbb02ebe9944cc8ff39efa0cb4d596ed8d8c05ace523e2a,preserve,0.0,49,22,1741,1340,1786,1361,1692,1318,0.9924999999999999
33,c0538d725d8b06a48ec2744f490bee2c0103ebfd9058906cbb21b7c0e38d228f,bf6709429fdf2e330b61872d4f25f7c178cb8a7c2c3a8dbc8804aa99a769fb2b,4b71c375867c6b58a4f769cde9469fd5ad1e45b54cabbce098bec9512db3b05f,4b71c375867c6b58a4f769cde9469fd5ad1e45b54cabbce098bec9512db3b05f,preserve,0.0,68,55,1692,1298,1738,1361,1624,1243,0.9924999999999999
34,80788bb8451ab6404f31ed8bbe7a972404ce5da4f5a02f94ddb8a23e88dbf6d9,a2b12844a7dc5a955bd63411d081c9bf6fc6cac7393bc7ebef3d31e00db7b93d,bc864e0652c80f0bc50880903effe55dca1b549ac7f31f02177849fec140496a,bc864e0652c80f0bc50880903effe55dca1b549ac7f31f02177849fec140496a,preserve,0.0,29,63,1652,1339,1690,1361,1623,1276,0.9924999999999999
35,b5273ca775a08e6af981bb27b08a2cc850625f985defce6ffcffd3a83a06b7fb,ed1adb3007ea7e2a1de3451f895b2c322b52841a137a7c8f169b6ca67acb7869,26bec878e24bca50ef25d3e334318e000d59357f703aecf56a4f3eb0b3e37181,26bec878e24bca50ef25d3e334318e000d59357f703aecf56a4f3eb0b3e37181,preserve,0.0,80,62,1682,1294,1738,1361,1602,1232,0.9924999999999999
36,8fab2da3e3f98e1425f3d1524d80ef212abce8e30340aa1e33c578a7bd4e11c3,c040b975169fd197857ef500824fa89c8de96e08408c476d47b693751bbb11a3,e1da145178e11f082e4ace8aea3088b01af38317f68205619e7ef9a140e50a56,e1da145178e11f082e4ace8aea3088b01af38317f68205619e7ef9a140e50a56,preserve,0.0,61,20,1714,1289,1786,1361,1653,1269,0.9924999999999999
37,9a39d7f1f9d77dfd851e8b401338dda7d61a245980912f3bf2a23c9995b07167,d5f716d9f238af57fc4b3401604b91e3553f17ff6f7dab40680e7fbaf94f43b3,ca31cd0403f2162d17b552a70f52ac4cc0cd9e0f1a0931da0f745c33345d0cca,ca31cd0403f2162d17b552a70f52ac4cc0cd9e0f1a0931da0f745c33345d0cca,preserve,0.0,37,18,1748,1335,1786,1361,1711,1317,0.9924999999999999
38,2448b99126486c5c0427d2c56540684f55e5cd689169277fd4f4d68864bfa9cd,fe575683721df8faf0e42cd6431eec54b7cd92bd6cdec25a2856df188b10bcd4,65be705dfc6e503dd68047d1a206c63ed33b00e637efcebfca1acfb86034b5de,65be705dfc6e503dd68047d1a206c63ed33b00e637efcebfca1acfb86034b5de,preserve,0.0,57,18,1707,1291,1786,1361,1650,1273,0.9924999999999999
39,f7e66b820ebf5891d8974587fa8023d1177b655ae60f9013b2d289c1ced16651,e93e10da568eb68896eee03ee8b8aaba3f569ae8e3c018c52f1ab2cf96961241,e6b924c154562869d3b87d8cce12ccec4fabedaf9e7c8911517d5dd8a3bcf3db,e6b924c154562869d3b87d8cce12ccec4fabedaf9e7c8911517d5dd8a3bcf3db,preserve,0.0,33,31,1717,1313,1786,1361,1684,1282,0.9924999999999999
40,24cbfb0dbcd46660b2975e892ea478fb75ce1f45c85adab45a634ecf22b7740c,76577ec80136844180c4b5e4dfed3d150a85e7c00772a73ed67f3259c1a7dacf,12e94919d85d25a0dc6a7f64105c5db3c355d6883e62852c53a7b2dcd2a845f3,12e94919d85d25a0dc6a7f64105c5db3c355d6883e62852c53a7b2dcd2a845f3,preserve,0.0,54,58,1715,1342,1786,1361,1661,1284,0.9924999999999999
41,4c58821d00cc279ef306e935c6fc7d78a239dda0d4984b4fe1393182720628a0,c3954be4bf759e59bd34d2d0f258d977bd41dfab7e5368736c2ea53660a974fb,c264a5c4fea1fd278294282d3e487c05708a6170592152933c7c9d44daa7d777,c264a5c4fea1fd278294282d3e487c05708a6170592152933c7c9d44daa7d777,preserve,0.0,63,6,1689,1261,1734,1278,1626,1255,0.9924999999999999
42,87487b4c112f0f83ec1f4fc5454b1c176555e1bda0ec30eaa59271ac40a2d03e,ba847096015a56f17d79348c70fabeacd47113ccc2bfe550ac2bc9170560a510,5d8b75440ee4d045b379912d59e7d3c49df8a67fc591250082cb7cd550923ecc,5d8b75440ee4d045b379912d59e7d3c49df8a67fc591250082cb7cd550923ecc,preserve,0.0,35,0,1744,1337,1786,1361,1709,1337,0.9924999999999999
43,d9c6ca1641dc2a6481fb0dcb1e8cd7c969686f74874403cf5c9306c6b9fd5e69,fde6552659a1f7c36d64ea2bfd249b62376e0f1c2ff483151007b74956d7dbdf,455066b6d6f8f53a8d166395b4f2e7da18385555a268acf965be606c2b8e7d5f,455066b6d6f8f53a8d166395b4f2e7da18385555a268acf965be606c2b8e7d5f,preserve,0.0,35,28,1745,1342,1786,1361,1710,1314,0.9924999999999999
44,47726a925755133b3ae98e6033e35893fa8bd2104bd7ebb5d59f0015da25db1d,8871c25b4bff77c53c8f1de4deadba2849c8fe6b5004aa1dfadd0e74f164c99e,abf527ad403f41c4d48a0045961a192f29c4f964decf4939cb01d32276ad025c,abf527ad403f41c4d48a0045961a192f29c4f964decf4939cb01d32276ad025c,preserve,0.0,77,64,1701,1319,1738,1361,1624,1255,0.9924999999999999
45,d3f2cd3daabe35c736f47bd110aa6bd7fbacecfb7a3c4701901b91da5456da78,9a852873eeb4262cf31689f0d0f5999237ce441315a4c9c7469eb8f980aef6c8,a747b995b0588dae9b571d68299561af525df0e802f2fd1466f1a3feac68703a,a747b995b0588dae9b571d68299561af525df0e802f2fd1466f1a3feac68703a,preserve,0.0,60,18,1746,1323,1786,1361,1686,1305,0.9924999999999999
46,b6a074a308053e4a339591fe56fa2970482925e227bfcd52f1d46c996ea1b509,41aaca174e5b6bc02e2eaa3b1ac8191c32f1de0e73e7dbbdec1c91aef14546a2,6b23216c6b773c6a338295da57de40a1513c94838d42381fc799e50225fc4b4a,6b23216c6b773c6a338295da57de40a1513c94838d42381fc799e50225fc4b4a,preserve,0.0,67,15,1674,1251,1712,1263,1607,1236,0.9924999999999999
47,e921684700f74d74932949acc3c6e9baeaa5d70b247a4ec2de05269d1f9ffd0f,bad27d07077a822fcb150a7c56e89be38f5a616a029ce65b5e2b37fa9108db9b,8fa2ec1829272592fdc035f03f80ecf574eb56eb373cd047d4e22c5c25dadc97,8fa2ec1829272592fdc035f03f80ecf574eb56eb373cd047d4e22c5c25dadc97,preserve,0.0,82,66,1738,1342,1786,1361,1656,1276,0.9924999999999999
48,8e134606a2086ba3e407ff99f88fc64d09251a7c9e1c65be7e81ef03b6a96cd0,cd5222c79eb2666b092619b562941e1c371e97738e9bb7f6ff3cec59501f8171,9605c607328271bf740f42b6a2d7d62f2c9d8b5a4b81bda42e33a0873419cc9c,9605c607328271bf740f42b6a2d7d62f2c9d8b5a4b81bda42e33a0873419cc9c,preserve,0.0,53,19,1713,1302,1738,1361,1660,1283,0.9924999999999999
49,735bd06507c4a518b8405a9703ea9396db159cc6ef6e85dc020f744194e427e9,771fc5b0ade031f2dfdb61e887af4ff6368114f409d7b31451c749cda628c6fc,a82e1a4cc726e3d0b5c328d0c2c078e577b012e726f70b9f95b8d2963c562245,a82e1a4cc726e3d0b5c328d0c2c078e577b012e726f70b9f95b8d2963c562245,preserve,0.0,73,22,1734,1293,1786,1361,1661,1271,0.9924999999999999
50,3922ad28a7677f8026a221bb6b95ceb2e677a7ea4c3b00f1657af26a68074aa1,df13b27959876a1bb8db14bee55daf4fa67d069b4f446cd66c8aac115d4d9860,71cdf37c9cbdecf866edcd9f0855e9f0fa6049056367228c97e3f1ca8557c859,71cdf37c9cbdecf866edcd9f0855e9f0fa6049056367228c97e3f1ca8557c859,preserve,0.0,63,9,1691,1256,1728,1272,1628,1247,0.9924999999999999
51,4badf05d494f0f33683782b26eebdd1ffc48deba5d138e1ec83e10566eb2ed29,9e256168dfb791f2e3c659bb301a908895e5eaca9f487a976c74f7079cf961a1,08cf94b18e5a58984fe72f8e28663590dbf33cd844a59d2f7ccdfc034c286e63,08cf94b18e5a58984fe72f8e28663590dbf33cd844a59d2f7ccdfc034c286e63,preserve,0.0,59,61,1711,1336,1738,1361,1652,1275,0.9924999999999999
52,338b871931de1c7b3c18ee315d773096e59325d00754e33460a3c537e83af9d8,d2e88df251246230bce79140d16366a42b113e665838a7eda19f6662aa7b3a60,93bc8c342ffa027e6cff14592b95e985df5917309eae7eef2398341d0c86eb76,93bc8c342ffa027e6cff14592b95e985df5917309eae7eef2398341d0c86eb76,preserve,0.0,85,58,1701,1301,1786,1361,1616,1243,0.9924999999999999
53,4e0a0da4d6aeb1ff672e6cc5678909184be0e64209a8543d7a098c9bb072881e,6cea748204cbc135214ae6b080b48e12275c66353279864c96e2a9e85ceded8a,a49a0580efb2f6e263db0ec566479cfa77aa5d28636929dac88ff4f220f1ae82,a49a0580efb2f6e263db0ec566479cfa77aa5d28636929dac88ff4f220f1ae82,preserve,0.0,73,1,1656,1220,1687,1239,1583,1219,0.9924999999999999
54,3fb6f71dc6723395cca9f476336273bc72b73e3bc24f09c0b96065a1f7b6edbf,4f02536a1c2f6219fa8ffa891cc43805818f7d18cbbb2c828426d78d69ffc7ec,167c3e15a67262cce804f8c47a3a5dd33d968f6a0f6507aea5c4536ad8b46f42,167c3e15a67262cce804f8c47a3a5dd33d968f6a0f6507aea5c4536ad8b46f42,preserve,0.0,75,57,1724,1315,1786,1361,1649,1258,0.9924999999999999
55,ae1cfdda7c283cedd6a7eb6f6499dbc060196d388f09b3b1e02eba363b50e5c9,87d014de7751d6e029c57163c7f437187159d0204e72d314df88848afaf13306,82f60b71fafe7ac41cf837aad5ca4cd1584a32204eb22824c6447c0ffb463fe2,82f60b71fafe7ac41cf837aad5ca4cd1584a32204eb22824c6447c0ffb463fe2,preserve,0.0,78,49,1720,1303,1786,1361,1642,1254,0.9924999999999999
56,5361faa7fd712cc27cd2c570dbad650b4ab9dd480dab2cb8d507e526a0a529e6,949cda9646818939ec67f5633d16fa737ce7f2ca2e85ddfe2ba36b07c49f83dd,d0b94e0375c45760f2b937937a4c4e465429712d9de50504fc8a7c12802c4f92,d0b94e0375c45760f2b937937a4c4e465429712d9de50504fc8a7c12802c4f92,preserve,0.0,54,27,1769,1339,1786,1361,1715,1312,0.9924999999999999
57,5602665b080c003f1b4966c06555de64655c9535d9374cadb25360b7d9aa4c48,27841860e75bcaf3de6f5b8df6a29ac9e93fa86c37da65533275267020c146be,2ff5cc8b91b54242819ff330de876d5f06c857dd977152666ab3c8b93392dd12,2ff5cc8b91b54242819ff330de876d5f06c857dd977152666ab3c8b93392dd12,preserve,0.0,64,19,1744,1311,1786,1361,1680,1292,0.9924999999999999
58,5c2a6282a2cb1c00fe85f4372be745a929e4c656f01bc7679fd6ae5c2eb5b8b2,3235982c837f6cebaf0328480f44e1d6992ef9b5b67a1282f991fd1d2e14b425,fd1a16d1d83784651c4f45bff27d6d5f1514aa805fc036a706a1de0e59ad4867,fd1a16d1d83784651c4f45bff27d6d5f1514aa805fc036a706a1de0e59ad4867,preserve,0.0,79,39,1718,1304,1786,1361,1639,1265,0.9924999999999999
59,42a25e031b0575e614ed00d866c9da877bf17a3863ba4d2484adfdf93529c6d7,b2f5d2f8da8d81d255c5b5cbf11f183e8006899f67b1753ebe262aae0ec7dcde,3e16257f0b72b20790b47dc553d7896d9233ad20b23e935ff3e0777427b96877,3e16257f0b72b20790b47dc553d7896d9233ad20b23e935ff3e0777427b96877,preserve,0.0,59,20,1759,1337,1786,1361,1700,1317,0.9924999999999999
60,81077df6b46b205b8f88dd9d9bcfec68e19b2fd817fe4877de506b18ea1cfa31,1e8884895109dd49962ebcd560df0964f014e3e475b610c81b43683659197d39,06741173ea962e79d516781294bfe944f67dfe26cc8608311b35c06ab08d6ae8,06741173ea962e79d516781294bfe944f67dfe26cc8608311b35c06ab08d6ae8,preserve,0.0,77,50,1734,1315,1786,1361,1657,1265,0.9924999999999999
61,3c7c003908bf4302fa23ef7c43c6bfcef2ea7714d76e64d4263569f4ac3cd392,1e67537272c879477746dfa19b97d4c462c1a18dddc49372e89fb4849d180042,1baf8ba3462be2c51de5bf90d71cc26ef13010b5a3fc4e02e24fd792f302bef8,1baf8ba3462be2c51de5bf90d71cc26ef13010b5a3fc4e02e24fd792f302bef8,preserve,0.0,59,0,1733,1292,1751,1302,1674,1292,0.9924999999999999
62,01dd4febc55c2417887245035e4c61cce0cb9903129be286c21dc4c26a58ad37,5653f54f024d89402274300351af77b0e0b96ee03f92173a173aaf1bc99081dd,c5cad1e0c503b478d159d3b63c7de8a90a10d5f0dfa2566362cdbe7e145cd144,c5cad1e0c503b478d159d3b63c7de8a90a10d5f0dfa2566362cdbe7e145cd144,preserve,0.0,57,30,1751,1342,1786,1361,1694,1312,0.9924999999999999
63,9281a1fc9ae015f6f31a6f14f0d786aab205f09422fb8000cc40ab94ef81e56a,c629670e23b2e06198a47d6f49233e681dbeb97f8387e72893bf4f5a83e8110b,e9c2606cba19d7bb31895cd4a9ee497f10ce0443957c1fe1ee2d628f99ee094d,e9c2606cba19d7bb31895cd4a9ee497f10ce0443957c1fe1ee2d628f99ee094d,preserve,0.0,58,49,1687,1297,1738,1361,1629,1248,0.9924999999999999
64,188ba397f84e901b4ccf5355cc74ebaa6af083372506b2c915f532205b49e65a,5ebf698bae7ed2c249f1619f490fc0aafb2ddcf097d30003c3b9b94ac2522df0,b4bde7b7d47a4f5d3b59ffb59ebe7ad23530945308a038fbd8d2b2bc4486b457,b4bde7b7d47a4f5d3b59ffb59ebe7ad23530945308a038fbd8d2b2bc4486b457,preserve,0.0,92,71,1632,1298,1642,1361,1540,1227,0.9775
65,98949736e4e64f61f7d02c802e529646bb8c34ed41f8b34b9e9ddf97980ecc2a,fe4b9d482f057fc6205040967353fdf2bed4ae0a2d600f52cb4ca6909a158e8b,38339a3e7b81cacd085caf31da25f0c23bcb6fd8403487b8820fdea0402ac336,38339a3e7b81cacd085caf31da25f0c23bcb6fd8403487b8820fdea0402ac336,preserve,0.0,0,27,1663,1297,1705,1361,1663,1270,0.9924999999999999
66,e9f5345aabcab6b53bb0807a37b89795124f5a7362473da0afbd9f6adc41f10f,4273920d731bd6b5c38858316e8cc3e0d779faf18c58ec3856248485d08b557e,0b6832ccfa5c5d990c7f8f23d0d36e6fcb24ce90e4e895fe36f41f7b798043c2,0b6832ccfa5c5d990c7f8f23d0d36e6fcb24ce90e4e895fe36f41f7b798043c2,preserve,0.0,75,24,1743,1310,1786,1361,1668,1286,0.9924999999999999
67,7b191e304f47ec095b664a46410ea2247f20e7d0a4aae04752bcbc2db925d9a9,851b0e91725574ff55fd115b4f6476af243ab14c4814c9ab75b64e6917ad2e40,ccaa65cac720a329a455e4d293c06331bc5fa76a1b37334cab78f4c77d860949,ccaa65cac720a329a455e4d293c06331bc5fa76a1b37334cab78f4c77d860949,preserve,0.0,108,63,1699,1296,1738,1361,1591,1233,0.9924999999999999
68,976f9d99e196fd865ab6b91233e5ddeff61bbe4f473c0b35234660068d03bf59,cf1b4d30bd4f8360bfaeb2da633cc571cc3fc043d26ab1c614b24e7e216adc52,14a03d15a8f1c3b044d4aae25eef1a86b17bd1e479b8e85ec3ecf6ba7705863e,14a03d15a8f1c3b044d4aae25eef1a86b17bd1e479b8e85ec3ecf6ba7705863e,preserve,0.0,76,69,1653,1289,1690,1361,1577,1220,0.9924999999999999
69,e4dab25b5d2c3c42443f5cc6a156e826bed51789d633234fa293f7708a9dbca9,277cded1f98802a0e06fe4f3fbcbfab2659b3d4fc5db808eb0dd8a83bac8c914,f2bec06e30be0d2ecff23b27a6ff76582d2e309dad2d70c8fe23a0c80babefdc,f2bec06e30be0d2ecff23b27a6ff76582d2e309dad2d70c8fe23a0c80babefdc,preserve,0.0,101,71,1702,1299,1786,1361,1601,1228,0.9924999999999999
70,d244085f3766a727a333e1c17b4d23d7b0916b7e596c071a7ffc8ccaf4d4a758,b94dfacac49c0d094f3c2f82d452b5ac7edcab16419d9bf01320e6b0fc6a91ff,1173e0e9c56901f49db3d72def76bcf7151c19410c098c17bb9dcefcf6e2a7fd,1173e0e9c56901f49db3d72def76bcf7151c19410c098c17bb9dcefcf6e2a7fd,preserve,0.0,64,82,1647,1289,1690,1361,1583,1207,0.9924999999999999
71,b2b2d72b0f4d335ad55fae2afbfb6e8ee477cac4e29d6db59c87ee46f82aeebc,fb38c04b7072576d8eb7f3dc42ebca5eb8893a1484a84f01ee6d65eaf2d2ad8c,58f49c1f6e6d3c04785204fe37b855d7127a520c818d888cf99d515cd697b9d0,58f49c1f6e6d3c04785204fe37b855d7127a520c818d888cf99d515cd697b9d0,preserve,0.0,73,84,1640,1289,1690,1361,1567,1205,0.9924999999999999
72,fc2ac7d88342925a8512b00dead2feb8d0d54d25dc4801cd8f5f69ec479d8e45,c5c60f7c989d31271536351ed1e5610cb84a9a9b268cc448f9e9ac11a3d21110,f4e122388b049beada1e01d2c581b97666fc18123cb4833a62bcde283359ad69,f4e122388b049beada1e01d2c581b97666fc18123cb4833a62bcde283359ad69,preserve,0.0,78,86,1644,1291,1690,1361,1566,1205,0.9924999999999999
73,54051289bdeeb58ab20d4e6e5513110b339a9ff76a0ca5805f8df925c981f69c,dd7743f45cf9702d41d27c278e37a2918214f207ce26944f8b19f2dd6622dcd2,b83822c04dc1baeedcb872a3d1c4179f2f5431a070cbbf0cac300101fd5304c0,b83822c04dc1baeedcb872a3d1c4179f2f5431a070cbbf0cac300101fd5304c0,preserve,0.0,98,76,1683,1298,1738,1361,1585,1222,1.0
74,e7ac8b99757b6cb083eb65ee71cdead2e75ecee3e0e461f842ec41a2db1e552f,67b97eeec375498741bfb501dfc64cb440c32ff1fc19d32244af8924fef3ce2e,e828f8d69daaf1e67fdd26fb651c3db43b594fffe956748daf78ac585302da73,e828f8d69daaf1e67fdd26fb651c3db43b594fffe956748daf78ac585302da73,preserve,0.0,70,65,1716,1340,1786,1361,1646,1275,0.9924999999999999
75,9f3afadb423db805642f0767ab5dd9706afa2d71d6551eec353f4cf7e38d41f7,fd9f22b3a1e58245e801621c7da4c2a64fcc300dadbb19f5911692f0635ceb55,cf263adba4a265f2eccea192f5df67c1db42292ee6324db64ab7c37bc22b85a1,cf263adba4a265f2eccea192f5df67c1db42292ee6324db64ab7c37bc22b85a1,preserve,0.0,70,52,1703,1308,1786,1361,1633,1256,0.9924999999999999
76,86a63af1123eba51c4dde8544a830eb428cbc532afa52c8d9616cc3f6f770719,e1604ed55ea1f440042ed692febdb25580914f665505081eb80f9955470e65b0,65c93a891e28e7d824e99165e81f47844f1b3920d0d3eab6f2d89169015b5858,65c93a891e28e7d824e99165e81f47844f1b3920d0d3eab6f2d89169015b5858,preserve,0.0,51,35,1750,1339,1786,1361,1699,1304,0.9924999999999999
77,b255827afe949e25b7766b524e9c8a25846133bd310335daf38385e0856f4cd1,8e1b0a7ac78bad9a4b82971efd5b368dfd8f9cb11df71b48115106e5b1e28f08,3712895f68444311c6efa310682fbe1bd8effe75ab0bdf02c61b5e7a47da1408,3712895f68444311c6efa310682fbe1bd8effe75ab0bdf02c61b5e7a47da1408,preserve,0.0,73,52,1626,1263,1642,1361,1553,1211,0.9924999999999999
78,86e4e80b8c24424aef01131ba78e623ca23f19f4f804bafbfcb506131184f823,6831ff007e013654e8b9f96ec762f3f2c23281e596b7009d0e621b842fe79404,af437ffce54f1af4fa1f381a7655fd9fbb7bdc9e7a1aee178902f04b4116104d,af437ffce54f1af4fa1f381a7655fd9fbb7bdc9e7a1aee178902f04b4116104d,preserve,0.0,50,2,1745,1345,1786,1361,1695,1343,0.9924999999999999
79,04b6b79ecfc08ce9b006301e6d4b533e03fa5f232dc1d04eee1911899b54d520,f3fceb25e56baba6bba9266a5ffb163515022a7e862c9d50bd97eb8d78b21752,b4b88bdd71f391c0d2a01a538e0b5f9bb1550685478405fb129f1e834c65e5f0,b4b88bdd71f391c0d2a01a538e0b5f9bb1550685478405fb129f1e834c65e5f0,preserve,0.0,40,17,1760,1342,1786,1361,1720,1325,0.9924999999999999
80,8f9adb581ab74a50d30d966a5efafe833d911d1604f70c376dacab47df74d4e8,725efc38e40c21a49759dabdf42a650fef278fb6d159199dbdadefee220007b3,121c477fdccafa312813767a791c9e549c112cde1d2c83f98c9c78f191dd45e9,121c477fdccafa312813767a791c9e549c112cde1d2c83f98c9c78f191dd45e9,preserve,0.0,43,68,1591,1257,1642,1361,1548,1189,0.9924999999999999
81,47402d0679bf90d35e6647a0d20402efb3bddad3c173e242de846870502a841c,5cfb04529f1f3faef515fff20abc2825c09aa1a878c59d5d4cde4fc87c4c1818,08f5ead95733a1280b7a542ff2c209c27f504a3a9e7284125fba069ef88c555c,08f5ead95733a1280b7a542ff2c209c27f504a3a9e7284125fba069ef88c555c,preserve,0.0,72,50,1727,1322,1786,1361,1655,1272,0.9924999999999999
82,4a36104756d1c0592f9bbb28d5ef3d07b6a1d7f6d314b60d550cb3ac2dd36ea2,399b678cc595ae00f9168a61f6d70c4a3ec82ef6919c545a1dfd35d8aea89635,4591b025f9f4e8ba68b58373bc3af270f176ef855402e923c5ec937d8760bd05,4591b025f9f4e8ba68b58373bc3af270f176ef855402e923c5ec937d8760bd05,preserve,0.0,22,62,1628,1296,1690,1361,1606,1234,0.9924999999999999
