global_ordinal,route,pipeline_action,decision_before,input_pixel_sha256,output_pixel_sha256,output_sha256,output_width,output_height
801,preserve,preserve-and-continue,correction-candidate,e50513e03f331de84a1bf676fb81bed3f70dbea1bad893342c9118fa15bccb23,e50513e03f331de84a1bf676fb81bed3f70dbea1bad893342c9118fa15bccb23,a7c971b03c5d337bffba3f1c65dad5f668b9d80c3aa24f79bbb9af9c70d6441b,1337,1218
802,preserve,preserve-and-continue,correction-candidate,87062c21cced8ae470b3da2f5fed8608bff318bd7280e943d112311425011881,87062c21cced8ae470b3da2f5fed8608bff318bd7280e943d112311425011881,a1f2771bd2dd05261250d03b4bb110281fbb54d1c3a6060ecc5d9381bac4557e,1316,1201
803,preserve,preserve-and-continue,correction-candidate,54bf9623e3720dff492397eae5b224dc8e6327645184af79da0a839e89b0949d,54bf9623e3720dff492397eae5b224dc8e6327645184af79da0a839e89b0949d,8c3024c4a9df85827e23722c798ee0a72100488b0dd8eb91212ca9adefee255a,1346,1223
804,preserve,preserve-and-continue,correction-candidate,e57e5d0b078a6349371fbb4a1507c826961881c7ba2d13629bfce0cb5f3f4910,e57e5d0b078a6349371fbb4a1507c826961881c7ba2d13629bfce0cb5f3f4910,d83809ab547f199554ec62afa0a834c64fed18e64d87e88104cac740aeddc026,1321,1199
805,preserve,preserve-and-continue,correction-candidate,e84f7165f58be82efd7aea92919e971c172e7b7a20594e6e08964b38746c29d0,e84f7165f58be82efd7aea92919e971c172e7b7a20594e6e08964b38746c29d0,407c0e178e20126be657d046098fa2d9fe88cbe6fca57802da5933a16c3df13d,1332,1210
806,preserve,preserve-and-continue,correction-candidate,55693513daff4dbc47027fec409da75cb2aeb16df22d39943635a12f2633785c,55693513daff4dbc47027fec409da75cb2aeb16df22d39943635a12f2633785c,5f55c9d2664e78624ed85f7efdad6dec878c56664af6db1dd7c99e58d6100527,1317,1208
807,preserve,preserve-and-continue,correction-candidate,d832beec9fdb7cdf73d656f32f9204b39162ec99523e03236bf5c6e3b2844709,d832beec9fdb7cdf73d656f32f9204b39162ec99523e03236bf5c6e3b2844709,03e8513d5289b26caa4dda0ecd362e59b32011961366e489aaca5fc58e42ad8f,1330,1216
808,preserve,preserve-and-continue,correction-candidate,be11b596c3417f993a20e86f0b8318e8ddad47a74486cee9298353f1542072a5,be11b596c3417f993a20e86f0b8318e8ddad47a74486cee9298353f1542072a5,ef76d67cf89f9d45140adb56e209b3f24e89a97894df1b9fc229f3b7eab0e4d1,1323,1208
809,preserve,preserve-and-continue,correction-candidate,6c679a594e1922cc26065afd3bdf3d8347462b34db25bdacdc6c685b7bb39fbf,6c679a594e1922cc26065afd3bdf3d8347462b34db25bdacdc6c685b7bb39fbf,a294f8649facd91355527e40509232983c6ed1c4d443e1fa670a82399e9166fa,1325,1214
810,preserve,preserve-and-continue,correction-candidate,079f0ee1d25763f9030a9a1adfd38f68a00a9b0aa41c58d228732989c03d8c97,079f0ee1d25763f9030a9a1adfd38f68a00a9b0aa41c58d228732989c03d8c97,4f1d8e7d1698a0aa974e4e445cc7a466f69df2de986494ebda70eb7c291205a8,1325,1212
811,preserve,preserve-and-continue,correction-candidate,53260a4462bb5b21a429a7b1ad6d4efbb4d3112bc7b3ee5822fefaaee5ea1b0e,53260a4462bb5b21a429a7b1ad6d4efbb4d3112bc7b3ee5822fefaaee5ea1b0e,6d5c2426beda1be42e7d61208e2aa61b7f1143d2c58671f1e37a2e7ce319942f,1319,1207
812,preserve,preserve-and-continue,correction-candidate,d053e0ae25d6acdb83db030bc00fd7b100f2bc70d2a42e827d285994a2424b0c,d053e0ae25d6acdb83db030bc00fd7b100f2bc70d2a42e827d285994a2424b0c,8942c10cff9fd2d370b8c248c439330b785a28ad9f107adc5960e60c21349681,1319,1210
813,preserve,preserve-and-continue,correction-candidate,7d1b01ec47b40c5f5217333888f407a517045b61582aa9739908480d84ec5f4f,7d1b01ec47b40c5f5217333888f407a517045b61582aa9739908480d84ec5f4f,bae4cd75d8c1beeed02841967d8462bfc6d989b678bec77ec7cc2b369adf03bc,1328,1213
814,preserve,preserve-and-continue,correction-candidate,e74e4c23c143a9c491e279ede3e17acab251fb21934950e30a570d2346b19296,e74e4c23c143a9c491e279ede3e17acab251fb21934950e30a570d2346b19296,3c862eb908f58c2f155568e4add945bed462e982b29a0c007b85048eb171236c,1338,1220
815,preserve,preserve-and-continue,correction-candidate,a5dc23052f93354e71c1a917cafa9aa61e72af74ec362d5a9f081b9915826685,a5dc23052f93354e71c1a917cafa9aa61e72af74ec362d5a9f081b9915826685,0d326a81f8103f75e32911a000f9a163b9173f2eed98df6568a2034635c2892e,1337,1223
816,preserve,preserve-and-continue,correction-candidate,a35b9b182129dacc083262c68f53844422f0b5cb7cfbbb6483f193da447c3e1f,a35b9b182129dacc083262c68f53844422f0b5cb7cfbbb6483f193da447c3e1f,9b853a9402cb8ea4578bc78f820e99b61d4f187cb05f3946b2a6ace5d82c3999,1339,1221
817,preserve,preserve-and-continue,correction-candidate,96c375b8ff1a635fe72defa2a0b66236b9c76cf77b6a990bc88c56ef4b4ce29a,96c375b8ff1a635fe72defa2a0b66236b9c76cf77b6a990bc88c56ef4b4ce29a,851c74e92ae4f51d934db678163860b7c489c6e628b6216f674cd89efc131578,1353,1225
818,preserve,preserve-and-continue,correction-candidate,aa165913993927651ede0e53adeccabc8b9d92879ea686f7de9e67ccd22c98d1,aa165913993927651ede0e53adeccabc8b9d92879ea686f7de9e67ccd22c98d1,3919c628b262c3552cdb0d719784fe09a64d338cde18006048cf846fb7171787,1337,1217
819,preserve,preserve-and-continue,correction-candidate,0539e364be70f569ff7f3faf362d472365653eea1adf8ae5399145f0f5ee79dc,0539e364be70f569ff7f3faf362d472365653eea1adf8ae5399145f0f5ee79dc,07ca0833ed618995eb773b1d02b27f38334de16a7a89d9881897289c9989ae5f,1327,1218
820,preserve,preserve-and-continue,correction-candidate,14bb2d61f3fb30172b51e3a441997530d75fe4bf03c09174ef2ec4c4c9abd026,14bb2d61f3fb30172b51e3a441997530d75fe4bf03c09174ef2ec4c4c9abd026,8a21f210140f34265f8c21cf49916d603ebe24935fe9055d6582e35b3e585cb7,1311,1197
821,preserve,preserve-and-continue,correction-candidate,2492feb6e2f420d370acef722a1961e8528afa074a39923bb3c7909437634f71,2492feb6e2f420d370acef722a1961e8528afa074a39923bb3c7909437634f71,caad128db79bbffb95eaf99a9aead04ff47f7f2c772b0a3f282c3d41263861f5,1326,1208
822,preserve,preserve-and-continue,correction-candidate,07508f7fedf9674563f35228e2d504ee4be9337253bfcc8d5f46aac525fb14eb,07508f7fedf9674563f35228e2d504ee4be9337253bfcc8d5f46aac525fb14eb,45eec6e59bfe00885b362e256df2e75ceb3e0a8b84bf44ca824413e44104fe92,1338,1229
823,preserve,preserve-and-continue,correction-candidate,59c062686f2018e578eb5d163283a842b9ae2c1e819f4982819664ff1a0cd416,59c062686f2018e578eb5d163283a842b9ae2c1e819f4982819664ff1a0cd416,d23481fda41d50e59f978fd3448570215ba03e26c4d89e49f5f4b946a60a1f6d,1324,1213
824,preserve,preserve-and-continue,correction-candidate,9b46be0e6596860375c87816539ad337a53fbb0ad8a569437539752539827b7e,9b46be0e6596860375c87816539ad337a53fbb0ad8a569437539752539827b7e,4f8faa1f86433844e3b27a2de15156e1d58f5efdb972612738b638ebc1977bee,1305,1198
825,preserve,preserve-and-continue,correction-candidate,7edd7016df6e8ceaf48196aa7df4acd18ede208857869340b93bc6c243f8f2fa,7edd7016df6e8ceaf48196aa7df4acd18ede208857869340b93bc6c243f8f2fa,c14c4e3bda68a38c9665bc168561687ce6ce25fff8f7c25be85e060645a4fd6d,1309,1197
826,preserve,preserve-and-continue,correction-candidate,0f7339b4546a785c4b746357fdaaba74402b78c8cde899ab46b150cbfe03c98d,0f7339b4546a785c4b746357fdaaba74402b78c8cde899ab46b150cbfe03c98d,ab4204f0b8c325b0c20b9066d972c2b123b0f04facc897f91c7a47081dee104d,1307,1192
827,preserve,preserve-and-continue,correction-candidate,81786666a3a62ea21d3865e03d6bcecabe5f263536de70fec4b166107ee60620,81786666a3a62ea21d3865e03d6bcecabe5f263536de70fec4b166107ee60620,ee27c4a9e9dc504a296c477f6972bcc0eb2796f8cc01c0b0cb3955d6ba918f29,1322,1202
828,preserve,preserve-and-continue,correction-candidate,e3e0f71f098ada9627a14c77584367b64c001ad412ff3acd4db9e44941c7a9fc,e3e0f71f098ada9627a14c77584367b64c001ad412ff3acd4db9e44941c7a9fc,148a6e81f5334b3663d8013759f351bb754b8e37db908b2ef5c35f7f7adbd21d,1312,1199
829,preserve,preserve-and-continue,correction-candidate,9033853618391b7180c0e1ee2a3fa161fdf12593a1de21e01279ed9b0b0e6669,9033853618391b7180c0e1ee2a3fa161fdf12593a1de21e01279ed9b0b0e6669,773eaf89c80389444bbb6d4a3d53f50b50a8d2c2492074f62880fe52ea647345,1316,1200
830,preserve,preserve-and-continue,correction-candidate,e020e47f89c583af293e85638179ab3ae86842e0c045d4ef90a922863afb063e,e020e47f89c583af293e85638179ab3ae86842e0c045d4ef90a922863afb063e,9b2701269f2b1e4112daf40c3edc60ec2b2bb8409fb22e9c7c3d9e8d7ff2fa8d,1348,1221
831,preserve,preserve-and-continue,correction-candidate,7621735e06ef467353aec154aec0196c2369c6974e6b841395472555896a7ff6,7621735e06ef467353aec154aec0196c2369c6974e6b841395472555896a7ff6,87d4747432da200273b87852c5616f2d0d31924de9e95d5d25198273d99de0d0,1317,1192
832,preserve,preserve-and-continue,correction-candidate,e6ea960d1c7190a04db26fbd95af173cc6c4b04a0ba05578407a036a747596c2,e6ea960d1c7190a04db26fbd95af173cc6c4b04a0ba05578407a036a747596c2,27551531f3280a23fd927301b670fb2fd69f8deaac1624976e65e69d81d2d0ec,1335,1207
833,preserve,preserve-and-continue,correction-candidate,51d2190a89c31f152e6520e0548a66879c7750c17c0d9af962494a37a641c861,51d2190a89c31f152e6520e0548a66879c7750c17c0d9af962494a37a641c861,dbef9461c58e06eed16828eb9af25f00bf9e343084ca32d3af95df9d9e2e8b7a,1353,1231
834,preserve,preserve-and-continue,correction-candidate,0548bc3f5158d8677e5ce4309f6a6226cff303d63dd344b46ff1f3d10219cb0c,0548bc3f5158d8677e5ce4309f6a6226cff303d63dd344b46ff1f3d10219cb0c,55fa91f133c0378a52a53e1c81973f802520a2c4b914b6e714c687a3de2abd31,1347,1222
835,preserve,preserve-and-continue,correction-candidate,7a0bfbdd6e805fbb09e776af02b74afb3922a4bfa13df512faaae08b53172e2f,7a0bfbdd6e805fbb09e776af02b74afb3922a4bfa13df512faaae08b53172e2f,35ba46a236ee6760568a7a2a92d59fd38e4b449074eeeec385a8ebc150c1845f,1354,1232
836,preserve,preserve-and-continue,correction-candidate,bdf5eb9efb37b414ebf50f426cfa2bbd142e0fd2193a449c49fcd71b03aba07c,bdf5eb9efb37b414ebf50f426cfa2bbd142e0fd2193a449c49fcd71b03aba07c,802006c6f076b44a9f7164e20c4331b5240eb61d59916f5974cc062bfd2f262a,1350,1230
837,preserve,preserve-and-continue,correction-candidate,4493e57922e0b276daa979071125618b01bb2282f59f78cbc74496090ff5fdb0,4493e57922e0b276daa979071125618b01bb2282f59f78cbc74496090ff5fdb0,9e9bb2bffa0849e77c11aa86646c5f124617dbeb2622e0e6f3991ecbe774274b,1314,1196
838,preserve,preserve-and-continue,correction-candidate,d83175a3befd353d6b5a5a66d998347612f683824dfb0bc29ee4da9424139030,d83175a3befd353d6b5a5a66d998347612f683824dfb0bc29ee4da9424139030,7fcf20c1357fbcc55fd4084d9fc935406cec03c97ee9082180c71396fb4c78f9,1349,1220
839,preserve,preserve-and-continue,correction-candidate,ba1029f767b1a4a6cd1cdc949be5549b615556740451636ddbd8c266eef745ee,ba1029f767b1a4a6cd1cdc949be5549b615556740451636ddbd8c266eef745ee,d914d2ccdcaf15c20231a9602d7c7f9dcf29eda016e326d4d67e89ad1b468910,1456,1314
840,preserve,preserve-and-continue,correction-candidate,47bcf05c1e0506c144ff85a79067b70351db1bc65702912eee5d4ba0c5582430,47bcf05c1e0506c144ff85a79067b70351db1bc65702912eee5d4ba0c5582430,44fd2e9c918fc310732ea3fc62eac0c07da2ef2f3afe0dbd96db38fed4904901,1358,1226
841,preserve,preserve-and-continue,correction-candidate,94e2644497f31c25f836c9889b041a560afe4ad6e8aaea8f9bca1f73f083afb1,94e2644497f31c25f836c9889b041a560afe4ad6e8aaea8f9bca1f73f083afb1,d1b4d6ffb28cbe78cb84ea287e798cc3a1798ce14d1c9648710fcbb9f5956db6,1357,1236
842,preserve,preserve-and-continue,correction-candidate,b9f7a5bfd053e15ecd84dcfcfb0f5afc659b8d01b87412cb4e17facb16587216,b9f7a5bfd053e15ecd84dcfcfb0f5afc659b8d01b87412cb4e17facb16587216,80307ee75fea7d4a5eed539702d5f6db3359f7402f12cb5473a054ff95a2393e,1368,1236
843,preserve,preserve-and-continue,correction-candidate,526c41673f73b3667ac6d89db2c3199238fa1df53361da397a9d6f4a3c31d6b5,526c41673f73b3667ac6d89db2c3199238fa1df53361da397a9d6f4a3c31d6b5,e0f0b9f8171572fd165b557d75065418379e379f6e172d694998a4733a233d50,1357,1235
844,preserve,preserve-and-continue,correction-candidate,5ddef565c226ac48ab5200a29880e20ed55f508beb646360ecbdaf4348a5f082,5ddef565c226ac48ab5200a29880e20ed55f508beb646360ecbdaf4348a5f082,ace270c12b6a4223f9c52fb823a887767c446ffc395034975bde180b69d66eb6,1354,1216
845,preserve,preserve-and-continue,correction-candidate,c079113e2bcf849009d104deae06829d3a487dab9823ca4626dcaaf82be55814,c079113e2bcf849009d104deae06829d3a487dab9823ca4626dcaaf82be55814,bdfecc0c9712fcd0c5f74fdd75e743e711e59080a140adcd93571277846088b0,1349,1230
846,preserve,preserve-and-continue,correction-candidate,8e222424425e809c79f4b41c0acd5440fe32467052e660b3a6155f19faf1cc77,8e222424425e809c79f4b41c0acd5440fe32467052e660b3a6155f19faf1cc77,0bdbfb392e1d736c5ad7f5a21ad44e6f0edd89f72839b95cd3afa3761fd7256d,1348,1222
847,preserve,preserve-and-continue,correction-candidate,da00fce6e6a4fee663e6afa907addb9a58c995ba56b9246fa7a9a0fd49deaeaa,da00fce6e6a4fee663e6afa907addb9a58c995ba56b9246fa7a9a0fd49deaeaa,59d4e68a5659fa7cbbd89ff86470816fe283119a5703c0d9cac0571bcfdb6afa,1392,1271
848,preserve,preserve-and-continue,correction-candidate,b34966208100e684c1553682f1f31226cd96929dd97b13ef84936f17bb973707,b34966208100e684c1553682f1f31226cd96929dd97b13ef84936f17bb973707,f7acf5d568e575519f29f1f44b000a8606738ea2cfbaf2a1906815df4b66acdb,1364,1244
849,preserve,preserve-and-continue,correction-candidate,e8fd9f82b4b8282aca35bb86fe1600a1415939b7cd34fdc43feaed037f254773,e8fd9f82b4b8282aca35bb86fe1600a1415939b7cd34fdc43feaed037f254773,e560eb73220054768b7ac7e93f869b55a9dbbdbe6883976f2ca1aca200fca69d,1342,1221
850,preserve,preserve-and-continue,correction-candidate,838b8ea730641eb405c3448d4d8a504e0a62661af6ae82823c2fb607fc5501fc,838b8ea730641eb405c3448d4d8a504e0a62661af6ae82823c2fb607fc5501fc,31c83d3b6394f0f0dbe888cdee42e7236a5b7406332969b65cfe994791f7e755,1349,1222
851,preserve,preserve-and-continue,correction-candidate,8573fb9a05b455f4750d2af04abce25389ff98bdf84e6540ce3e760293c3935e,8573fb9a05b455f4750d2af04abce25389ff98bdf84e6540ce3e760293c3935e,41b278b955ebde187f6a8b42f8aa850bc78df289e987963b99951c15b56153ad,1351,1227
852,preserve,preserve-and-continue,correction-candidate,d0a8768c441ad3748369d65dbe500ebd8021d81e903563531b63d82029a4f4eb,d0a8768c441ad3748369d65dbe500ebd8021d81e903563531b63d82029a4f4eb,28226dba0183fe926cc7108d876cd2be1ca214a98c869a6892c4f55efae1e8b6,1347,1215
853,preserve,preserve-and-continue,correction-candidate,88ddf8e507d7a9afe5c78b5f8de04b3c4a961c6880885aa1314f5d6f8fbf91b0,88ddf8e507d7a9afe5c78b5f8de04b3c4a961c6880885aa1314f5d6f8fbf91b0,e89c5e13fd0497c4018d482d42c5fd972677eb8e406c873b3771c510a2bb8933,1359,1227
854,preserve,preserve-and-continue,correction-candidate,1b8ff9fa42c19d2e40f465a6f9b4c65d22ca90af0301dc8bde57bb11826fb95f,1b8ff9fa42c19d2e40f465a6f9b4c65d22ca90af0301dc8bde57bb11826fb95f,60bd24faf94188fdcc96e8d4729ff6f0766acd27af43bf60992f5892f05a3905,1354,1224
855,preserve,preserve-and-continue,correction-candidate,34cbb206d5ac48f0a5bcac55d89e3556a7bb3f99828c1e9c981a0fb37c654ce1,34cbb206d5ac48f0a5bcac55d89e3556a7bb3f99828c1e9c981a0fb37c654ce1,f31d4599cdc503dbb06517d64eec0cfc11ef5dbbb9d86e773460daada320b176,1361,1235
856,preserve,preserve-and-continue,correction-candidate,0e025cca7364deb80e0a5026b7c127e0e31d46fe3ffe2f72206d6bf7a2c7ba51,0e025cca7364deb80e0a5026b7c127e0e31d46fe3ffe2f72206d6bf7a2c7ba51,7552def778d8fc9459813298aca4c787fc2c9aeb144bce11d418ea9be810068e,1362,1225
857,preserve,preserve-and-continue,correction-candidate,652af58b5add16751f2de330edcb57657155a7d25bff74b66410ee1ebe9a2f29,652af58b5add16751f2de330edcb57657155a7d25bff74b66410ee1ebe9a2f29,a93f9ee0e87dc7ecddef29fdad1c5f2fe3fba255dbcfb633f001abcb53f63725,1334,1221
858,preserve,preserve-and-continue,correction-candidate,67f178056c5f7755304731745abb6bdf1ccf8a2584e4ba903bd798425d75508f,67f178056c5f7755304731745abb6bdf1ccf8a2584e4ba903bd798425d75508f,2c36d2d938ea9e19959e02cea8dfa40dfdfc141cf51a1facd4d37d5863307bdc,1327,1222
859,preserve,preserve-and-continue,correction-candidate,bf8eb8d63643714f24432a54f5eb5a2b850309efd7544f5306b32c1e0baba238,bf8eb8d63643714f24432a54f5eb5a2b850309efd7544f5306b32c1e0baba238,9d61c86ca128e3a3896bbb1bedceeca3b97fd54c74da55e4853d4d9cbfe1e319,1341,1231
860,preserve,preserve-and-continue,correction-candidate,bf913c4e5a0ab037cb55adc842d5754d74d2c5a2d3a9bcd5884cc9c8de828217,bf913c4e5a0ab037cb55adc842d5754d74d2c5a2d3a9bcd5884cc9c8de828217,b34db222ad174cf65f86126ce33ffd5bb10ca3adea3e37da55712abffa09506b,1342,1227
861,preserve,preserve-and-continue,correction-candidate,0ce63d1a8475a4daf973fec9c6905e49e5513a1743cc48ace47c5b1906c26ab9,0ce63d1a8475a4daf973fec9c6905e49e5513a1743cc48ace47c5b1906c26ab9,af5dc4b71b79db635b6b5710ca1e671b41778292a5b42761d3039c419c4d8a6d,1342,1217
862,preserve,preserve-and-continue,correction-candidate,02ef5ba491f3bf8b7fbf69d8e95724d687374705c08fcde55c93cbda98518509,02ef5ba491f3bf8b7fbf69d8e95724d687374705c08fcde55c93cbda98518509,19320bd684d5eb19f1ae95a9376046cdfa0dc5fc93065446f3421aa0956c2a08,1344,1228
863,preserve,preserve-and-continue,correction-candidate,2ad86bbbc2a56a8f69ba5a7c9b6b15d57fc995f516aa1fe8e4ed2e1bac8ed299,2ad86bbbc2a56a8f69ba5a7c9b6b15d57fc995f516aa1fe8e4ed2e1bac8ed299,a481091ab59c6f465bfd5226e199e1c8b2283a43470c3b5f74165366219ce709,1346,1222
864,preserve,preserve-and-continue,correction-candidate,77999eeb222f5270f2eb688d1bc0f90dd4673ddeb9ed103037fc36e71b7d7366,77999eeb222f5270f2eb688d1bc0f90dd4673ddeb9ed103037fc36e71b7d7366,1c9e30b7e39008765783bd77439d3994ad3b4465640290194a442aff5ae50b66,1348,1222
865,preserve,preserve-and-continue,correction-candidate,7b2496b49cdabf46a8f7836aaca99286a6f9d9f8c6518d90978e9dcab50f2b3f,7b2496b49cdabf46a8f7836aaca99286a6f9d9f8c6518d90978e9dcab50f2b3f,ffdcd6148f42bccc4a5b5165e951897f2f8889d5101020124c525776cbdea9b5,1369,1234
866,preserve,preserve-and-continue,correction-candidate,8b01a0552654c33498b849cee97713d857ed554a9c420ae5669514f169273c8b,8b01a0552654c33498b849cee97713d857ed554a9c420ae5669514f169273c8b,034e0f5409d1c3195f21cac3e9d240ce6fd34abd9849a4f0f06a4c2385ad4430,1349,1224
867,preserve,preserve-and-continue,correction-candidate,4a375137b35b5c4c88e37c5dfa8ff3d50d9fd5a2717f1df81971928649062d39,4a375137b35b5c4c88e37c5dfa8ff3d50d9fd5a2717f1df81971928649062d39,86163ba553ae8318ab281f4e44238cf6de3412061a080888dd2ba9a0110d8f3e,1363,1247
868,preserve,preserve-and-continue,correction-candidate,ede7b2d8c7d15074597fe3146b4389607201361d840e8bba9ca57b67a0fa4625,ede7b2d8c7d15074597fe3146b4389607201361d840e8bba9ca57b67a0fa4625,c6b0c100c1205be6e6ccb5f2c2eca11317105f3f5eab3b83f706ceaec76c54b4,1434,1308
869,preserve,preserve-and-continue,correction-candidate,c203ad6319bc13c2e4b61af75bf98bc95cac91fd4ee2a13b99040812b550829f,c203ad6319bc13c2e4b61af75bf98bc95cac91fd4ee2a13b99040812b550829f,be16dbfb8b7e2ca09df2f882e4fa4be4de2f48f300c2365be098aa610757664b,1342,1219
870,preserve,preserve-and-continue,correction-candidate,095cad2f334f9bc3ad0ebb822c92e0545fd342afd72401a4a3b5ac76176e7ddb,095cad2f334f9bc3ad0ebb822c92e0545fd342afd72401a4a3b5ac76176e7ddb,a5b4780445f92498d1d914450f5590f67b1a5e1fbfb52930c726ff17659d3699,1343,1226
871,preserve,preserve-and-continue,correction-candidate,5cb3880cc24b4a4ee3fce0bfea58113f1a14e573a626e4efaceb70a75dbe729d,5cb3880cc24b4a4ee3fce0bfea58113f1a14e573a626e4efaceb70a75dbe729d,1c9b28815ae2947a0eee60d966acd00cabab065c2176c3a933e3c881ad95f6d0,1330,1215
872,preserve,preserve-and-continue,correction-candidate,d3b0035fd70e1e63c672b5fbf2976baa3c2b3bbc484637e7589a4044f926b021,d3b0035fd70e1e63c672b5fbf2976baa3c2b3bbc484637e7589a4044f926b021,86ec2f2091ad139baa86eb9ccf34d4adbf80cced6d940c47fe2df37bfd8816e6,1346,1231
873,preserve,preserve-and-continue,correction-candidate,969c558dd51e13d855c2b788b286b0b12dc6e586de67ed948fbbae4142803731,969c558dd51e13d855c2b788b286b0b12dc6e586de67ed948fbbae4142803731,2ca974c6aba830e55e13d39a16a2a5be02db1e7de877f164ce0a1e2cfc508ab0,1346,1231
874,preserve,preserve-and-continue,correction-candidate,3cb378da368efa697325edb02608a9a43127b4b3ab569ff3f1269138f7c40bb2,3cb378da368efa697325edb02608a9a43127b4b3ab569ff3f1269138f7c40bb2,a6eeb1c95bc55235aa695956b35a119d67cce7b261e7cac361f9fc03e2494143,1357,1229
875,preserve,preserve-and-continue,correction-candidate,97f8ce0139e2cc89b8981bb3c271d66c2c206424cd49d932bad6fdb2e549ff68,97f8ce0139e2cc89b8981bb3c271d66c2c206424cd49d932bad6fdb2e549ff68,868ecd26bb8ef52978c0808b375af3e7e8fcd21097a69cb2fae2290cdba604ae,1435,1307
876,preserve,preserve-and-continue,correction-candidate,60d2cc4e06208bf26ff4300487db0ee00033ad11cd02ff7f1f4c52ff3693d4a6,60d2cc4e06208bf26ff4300487db0ee00033ad11cd02ff7f1f4c52ff3693d4a6,6f9209aa7869808ac01b549ee493ad9f5f7c40e6c75a0d033bcb169dec2844bb,1346,1225
877,preserve,preserve-and-continue,correction-candidate,f679a22659f9ecdfc80417d9f3e87fcf4b971b6664c10bba21c52ff7dddc3267,f679a22659f9ecdfc80417d9f3e87fcf4b971b6664c10bba21c52ff7dddc3267,6e58f924bbd647c9f1b31e0c88370a8a3277c3cce16f057138d95f4ffa021b35,1351,1228
878,preserve,preserve-and-continue,correction-candidate,7a0f2944d88425c4ffc011dd34677eb9add233d5fb85b0bdcdf446bd54fbea63,7a0f2944d88425c4ffc011dd34677eb9add233d5fb85b0bdcdf446bd54fbea63,c44e465e89feb0fd4c26678d11181a5137bcc6425c3821a773510708a7db7d50,1400,1276
879,preserve,preserve-and-continue,correction-candidate,aca9051d16ae5d1fe6d563e5f554d159036b351121b02a5f067ffd90eeb0e9f9,aca9051d16ae5d1fe6d563e5f554d159036b351121b02a5f067ffd90eeb0e9f9,665ac97f9b6d620134210198d8f5c8d48c765c057a45a6c6d4333e2573162baa,1343,1238
880,preserve,preserve-and-continue,correction-candidate,eae035e772c24bc7856e72d163f1734946d6a9d130be579018db4427adcd1ec7,eae035e772c24bc7856e72d163f1734946d6a9d130be579018db4427adcd1ec7,2b11f689e4da169f2ba170008b680f5ccd3187cf57e735e3f681eee828a05cd0,1360,1236
881,preserve,preserve-and-continue,correction-candidate,13cdecff19936e228d2974f6b6977ec15724a104d19d7b5fa2a6dcaa5453d89a,13cdecff19936e228d2974f6b6977ec15724a104d19d7b5fa2a6dcaa5453d89a,8d903941ff6f621f6c03ae2c2df84c7093141b19b78076f576456a8ebf9270a7,1350,1235
882,preserve,preserve-and-continue,correction-candidate,55a3b5a8389e2bde483769cdfe9f77f13549b681577b0ff6b7aac0478a63e06f,55a3b5a8389e2bde483769cdfe9f77f13549b681577b0ff6b7aac0478a63e06f,9cde5e06a9034c8fad79bc230cc46dbd7673af591653ba71285896959229cde2,1345,1222
883,preserve,preserve-and-continue,correction-candidate,668dd273bea175d0cb3811080d947afacd004ad8e8d60ef332243ca2eb38ce93,668dd273bea175d0cb3811080d947afacd004ad8e8d60ef332243ca2eb38ce93,f57857669df78998da033c2a109d81bb1c2cbfaeae016e1795e9d2dd818a9d8c,1356,1239
